AttrValPair                                                                                                   Support           Confidence
(cable/NN, MC/NNP)                                                                                            1.53254E-5          0.00374 
(thinset/NN, old/JJ)                                                                                          1.53254E-5          0.10811 
(money/NN, little/JJ)                                                                                         1.53254E-5          0.03809 
(cable/NN, flat/JJR)                                                                                          1.53254E-5          0.00374 
(process/NN, simple/JJ)                                                                                       1.53254E-5          0.02837 
(month/NN, 12/CD)                                                                                             1.53254E-5          0.00874 
(money/NN, good/JJ)                                                                                           1.53254E-5          0.03809 
(effort/NN, extra/JJ)                                                                                         1.53254E-5          0.06667 
(cable/NN, ac/NN)                                                                                             1.53254E-5          0.00374 
(speed/NN, 3/CD)                                                                                              1.53254E-5          0.0181  
(effect/NN, similar/JJ)                                                                                       1.53254E-5          0.02139 
(cabinet/NN, wood/NN)                                                                                         1.53254E-5          0.01728 
(mold/NN, brick/NN)                                                                                           1.53254E-5          0.04278 
(moisture/NN, trapping/NN)                                                                                    1.53254E-5          0.03883 
(mold/NN, green/JJ)                                                                                           1.53254E-5          0.04278 
(cabinet/NN, old/JJ)                                                                                          1.53254E-5          0.01728 
(cabinet/NN, medicine/NN)                                                                                     1.53254E-5          0.01728 
(thing/NN, new/JJ)                                                                                            1.53254E-5          0.00204 
(thing/NN, major/JJ)                                                                                          1.53254E-5          0.00204 
(problem/NN, worse/JJR)                                                                                       1.53254E-5          0.00337 
(cabinet/NN, bathroom/NN)                                                                                     1.53254E-5          0.01728 
(thing/NN, final/JJ)                                                                                          1.53254E-5          0.00204 
(moisture/NN, additional/JJ)                                                                                  1.53254E-5          0.03883 
(%/NN, 12/CD)                                                                                                 1.53254E-5          0.00437 
(model/NN, several/JJ)                                                                                        1.53254E-5          0.01646 
(thing/NN, additional/JJ)                                                                                     1.53254E-5          0.00204 
(model/NN, new/JJ)                                                                                            1.53254E-5          0.01646 
(x/NN, type/NN)                                                                                               1.53254E-5          0.06504 
(problem/NN, such/JJ)                                                                                         1.53254E-5          0.00337 
(problem/NN, thermostat/NN)                                                                                   1.53254E-5          0.00337 
(c/NN, -20/CD)                                                                                                1.53254E-5          0.02241 
(thermostat/NN, top/JJ)                                                                                       1.53254E-5          0.00976 
(thermostat/NN, remote/JJ)                                                                                    1.53254E-5          0.00976 
(thickness/NN, various/JJ)                                                                                    1.53254E-5          0.02484 
(thermostat/NN, newer/JJR)                                                                                    1.53254E-5          0.00976 
(mm/NN, 3.5/CD)                                                                                               1.53254E-5          0.01227 
(edge/NN, right/JJ)                                                                                           1.53254E-5          0.00578 
(thermostat/NN, own/JJ)                                                                                       1.53254E-5          0.00976 
(thermostat/NN, modern/JJ)                                                                                    1.53254E-5          0.00976 
(edge/NN, rounded/JJ)                                                                                         1.53254E-5          0.00578 
(problem/NN, pest/NN)                                                                                         1.53254E-5          0.00337 
(mm/NN, 1/CD)                                                                                                 1.53254E-5          0.01227 
(problem/NN, particular/JJ)                                                                                   1.53254E-5          0.00337 
(edge/NN, short/JJ)                                                                                           1.53254E-5          0.00578 
(bulb/NN, glass/NN)                                                                                           1.53254E-5          0.00633 
(bulb/NN, halogen/JJ)                                                                                         1.53254E-5          0.00633 
(%/NN, 45/CD)                                                                                                 1.53254E-5          0.00437 
(mite/NN, dust/NN)                                                                                            1.53254E-5          0.72727 
(tester/NN, GFCI/NNP)                                                                                         1.53254E-5          0.02564 
(mistake/NN, common/JJ)                                                                                       1.53254E-5          0.12903 
(test/NN, radon/NN)                                                                                           1.53254E-5          0.02606 
(buildup/NN, moisture/NN)                                                                                     1.53254E-5          0.06611 
(edge/NN, beveled/JJ)                                                                                         1.53254E-5          0.00578 
(minute/NN, last/JJ)                                                                                          1.53254E-5          0.00742 
(terminology/NN, correct/JJ)                                                                                  1.53254E-5          0.17391 
(problem/NN, grounding/NN)                                                                                    1.53254E-5          0.00337 
(buck/NN, hundred/CD)                                                                                         1.53254E-5          0.0597  
(millimeter/NN, few/JJ)                                                                                       1.53254E-5          0.21622 
(work/NN, precision/NN)                                                                                       1.53254E-5          0.00483 
(problem/NN, interesting/JJ)                                                                                  1.53254E-5          0.00337 
(microwave/NN, over-the-range/JJ)                                                                             1.53254E-5          0.16    
(term/NN, general/JJ)                                                                                         1.53254E-5          0.02941 
(brush/NN, bottle/NN)                                                                                         1.53254E-5          0.02589 
(work/NN, only/JJ)                                                                                            1.53254E-5          0.00483 
(temperature/NN, reasonable/JJ)                                                                               1.53254E-5          0.00737 
(method/NN, alternative/JJ)                                                                                   1.53254E-5          0.0108  
(method/NN, above/JJ)                                                                                         1.53254E-5          0.0108  
(print/NN, blue/JJ)                                                                                           1.53254E-5          0.16327 
(temperature/NN, freezing/NN)                                                                                 1.53254E-5          0.00737 
(meter/NN, one/CD)                                                                                            1.53254E-5          0.0126  
(temperature/NN, current/JJ)                                                                                  1.53254E-5          0.00737 
(breaker/NN, normal/JJ)                                                                                       1.53254E-5          0.00323 
(temperature/NN, color/NN)                                                                                    1.53254E-5          0.00737 
(breaker/NN, dryer/NN)                                                                                        1.53254E-5          0.00323 
(breaker/NN, additional/JJ)                                                                                   1.53254E-5          0.00323 
(metal/NN, heavy/JJ)                                                                                          1.53254E-5          0.02122 
(metal/NN, different/JJ)                                                                                      1.53254E-5          0.02122 
(break/NN, fire/NN)                                                                                           1.53254E-5          0.04372 
(brand/NN, several/JJ)                                                                                        1.53254E-5          0.02057 
(brand/NN, common/JJ)                                                                                         1.53254E-5          0.02057 
(branch/NN, same/JJ)                                                                                          1.53254E-5          0.06838 
(price/NN, high/JJ)                                                                                           1.53254E-5          0.03773 
(technique/NN, different/JJ)                                                                                  1.53254E-5          0.04061 
(wood/NN, thicker/JJR)                                                                                        1.53254E-5          0.0076  
(bracket/NN, tv/NN)                                                                                           1.53254E-5          0.02469 
(mechanism/NN, release/NN)                                                                                    1.53254E-5          0.03376 
(mechanism/NN, flushing/NN)                                                                                   1.53254E-5          0.03376 
(drywall/NN, bare/JJ)                                                                                         1.53254E-5          0.01587 
(thing/NN, correct/JJ)                                                                                        1.53254E-5          0.00204 
(measurement/NN, accurate/JJ)                                                                                 1.53254E-5          0.05263 
(tape/NN, carpet/NN)                                                                                          1.53254E-5          0.00646 
(box/NN, second/JJ)                                                                                           1.53254E-5          0.00195 
(tap/NN, sink/NN)                                                                                             1.53254E-5          0.02694 
(box/NN, pancake/NN)                                                                                          1.53254E-5          0.00195 
(box/NN, outside/JJ)                                                                                          1.53254E-5          0.00195 
(material/NN, thick/JJ)                                                                                       1.53254E-5          0.00496 
(material/NN, surface/NN)                                                                                     1.53254E-5          0.00496 
(box/NN, larger/JJR)                                                                                          1.53254E-5          0.00195 
(tap/NN, bath/NN)                                                                                             1.53254E-5          0.02694 
(material/NN, right/JJ)                                                                                       1.53254E-5          0.00496 
(box/NN, drawer/NN)                                                                                           1.53254E-5          0.00195 
(material/NN, proper/JJ)                                                                                      1.53254E-5          0.00496 
(material/NN, patch/NN)                                                                                       1.53254E-5          0.00496 
(material/NN, plastic/JJ)                                                                                     1.53254E-5          0.00496 
(drive/NN, hard/JJ)                                                                                           1.53254E-5          0.10959 
(tank/NN, oil/NN)                                                                                             1.53254E-5          0.00728 
(box/NN, 3-gang/JJ)                                                                                           1.53254E-5          0.00195 
(wiring/NN, telephone/NN)                                                                                     1.53254E-5          0.01406 
(bottom/NN, tub/NN)                                                                                           1.53254E-5          0.07339 
(tank/NN, second/JJ)                                                                                          1.53254E-5          0.00728 
(place/NN, inconspicuous/JJ)                                                                                  1.53254E-5          0.00681 
(minute/NN, two/CD)                                                                                           1.53254E-5          0.00742 
(wiring/NN, permanent/JJ)                                                                                     1.53254E-5          0.01406 
(tail/NN, rafter/NN)                                                                                          1.53254E-5          0.14035 
(boot/NN, rubber/NN)                                                                                          1.53254E-5          0.25806 
(table/NN, wood/NN)                                                                                           1.53254E-5          0.01985 
(preparation/NN, surface/NN)                                                                                  1.53254E-5          0.2     
(tab/NN, small/JJ)                                                                                            1.53254E-5          0.0625  
(boiler/NN, oil/NN)                                                                                           1.53254E-5          0.04255 
(mask/NN, good/JJ)                                                                                            1.53254E-5          0.08602 
(body/NN, faucet/NN)                                                                                          1.53254E-5          0.03226 
(mark/NN, water/NN)                                                                                           1.53254E-5          0.03721 
(material/NN, floor/NN)                                                                                       1.53254E-5          0.00496 
(box/NN, standard/JJ)                                                                                         1.53254E-5          0.00195 
(system/NN, radon/NN)                                                                                         1.53254E-5          0.003   
(manufacturer/NN, major/JJ)                                                                                   1.53254E-5          0.02867 
(drain/NN, interior/JJ)                                                                                       1.53254E-5          0.01481 
(board/NN, power/NN)                                                                                          1.53254E-5          0.00346 
(system/NN, phone/NN)                                                                                         1.53254E-5          0.003   
(system/NN, municipal/JJ)                                                                                     1.53254E-5          0.003   
(board/NN, fiber/NN)                                                                                          1.53254E-5          0.00346 
(manufacturer/NN, window/NN)                                                                                  1.53254E-5          0.02867 
(board/NN, first/JJ)                                                                                          1.53254E-5          0.00346 
(system/NN, residential/JJ)                                                                                   1.53254E-5          0.003   
(board/NN, chip/NN)                                                                                           1.53254E-5          0.00346 
(board/NN, blue/JJ)                                                                                           1.53254E-5          0.00346 
(man/NN, handy/JJ)                                                                                            1.53254E-5          0.1039  
(power/NN, input/NN)                                                                                          1.53254E-5          0.00803 
(terminal/NN, switch/NN)                                                                                      1.53254E-5          0.00942 
(maintenance/NN, preventative/JJ)                                                                             1.53254E-5          0.05263 
(blower/NN, snow/NN)                                                                                          1.53254E-5          0.06557 
(maintenance/NN, annual/JJ)                                                                                   1.53254E-5          0.05263 
(maintenance/NN, less/JJR)                                                                                    1.53254E-5          0.05263 
(system/NN, current/JJ)                                                                                       1.53254E-5          0.003   
(system/NN, ductless/JJ)                                                                                      1.53254E-5          0.003   
(wire/NN, underground/JJ)                                                                                     1.53254E-5          7.96337E
(block/NN, wood/NN)                                                                                           1.53254E-5          0.01182 
(machine/NN, fog/NN)                                                                                          1.53254E-5          0.0442  
(wire/NN, steel/NN)                                                                                           1.53254E-5          7.96337E
(wire/NN, support/NN)                                                                                         1.53254E-5          7.96337E
(switch/NN, trip/NN)                                                                                          1.53254E-5          0.00167 
(problem/NN, future/JJ)                                                                                       1.53254E-5          0.00337 
(switch/NN, several/JJ)                                                                                       1.53254E-5          0.00167 
(blade/NN, carbide/NN)                                                                                        1.53254E-5          0.01487 
(lot/NN, awful/JJ)                                                                                            1.53254E-5          0.05882 
(switch/NN, on-off/JJ)                                                                                        1.53254E-5          0.00167 
(pound/NN, 300/CD)                                                                                            1.53254E-5          0.02963 
(drain/NN, outside/JJ)                                                                                        1.53254E-5          0.01481 
(bit/NN, screwdriver/NN)                                                                                      1.53254E-5          0.00838 
(bit/NN, loose/JJ)                                                                                            1.53254E-5          0.00838 
(switch/NN, extra/JJ)                                                                                         1.53254E-5          0.00167 
(switch/NN, electronic/JJ)                                                                                    1.53254E-5          0.00167 
(look/NN, natural/JJ)                                                                                         1.53254E-5          0.01835 
(switch/NN, electric/JJ)                                                                                      1.53254E-5          0.00167 
(bit/NN, few/JJ)                                                                                              1.53254E-5          0.01493 
(look/NN, clean/JJ)                                                                                           1.53254E-5          0.01835 
(switch/NN, combo/NN)                                                                                         1.53254E-5          0.00167 
(issue/NN, three/CD)                                                                                          1.53254E-5          0.00516 
(switch/NN, door/NN)                                                                                          1.53254E-5          0.00167 
(lock/NN, old/JJ)                                                                                             1.53254E-5          0.0303  
(swing/NN, temperature/NN)                                                                                    1.53254E-5          0.07921 
(benefit/NN, other/JJ)                                                                                        1.53254E-5          0.0625  
(benefit/NN, much/JJ)                                                                                         1.53254E-5          0.0625  
(wire/NN, original/JJ)                                                                                        1.53254E-5          7.96337E
(location/NN, several/JJ)                                                                                     1.53254E-5          0.01034 
(dome/NN, glass/NN)                                                                                           1.53254E-5          0.44444 
(surface/NN, table/NN)                                                                                        1.53254E-5          0.00519 
(location/NN, first/JJ)                                                                                       1.53254E-5          0.01034 
(bedroom/NN, other/JJ)                                                                                        1.53254E-5          0.02439 
(location/NN, convenient/JJ)                                                                                  1.53254E-5          0.01034 
(load/NN, weight/NN)                                                                                          1.53254E-5          0.01065 
((alarm/NN, monoxide/NN), carbon/NN)                                                                          1.53254E-5          1.0     
(surface/NN, one/CD)                                                                                          1.53254E-5          0.00519 
(beam/NN, large/JJ)                                                                                           1.53254E-5          0.01587 
(surface/NN, exterior/NN)                                                                                     1.53254E-5          0.00519 
(beam/NN, horizontal/JJ)                                                                                      1.53254E-5          0.01587 
(possibility/NN, several/JJ)                                                                                  1.53254E-5          0.0452  
(bay/NN, rafter/NN)                                                                                           1.53254E-5          0.09639 
(battery/NN, replacement/NN)                                                                                  1.53254E-5          0.025   
(load/NN, design/NN)                                                                                          1.53254E-5          0.01416 
(pound/NN, 20/CD)                                                                                             1.53254E-5          0.02963 
(surface/NN, better/JJR)                                                                                      1.53254E-5          0.00519 
(battery/NN, aa/NN)                                                                                           1.53254E-5          0.025   
(load/NN, big/JJ)                                                                                             1.53254E-5          0.01416 
(batt/NN, insulation/NN)                                                                                      1.53254E-5          0.10959 
(post/NN, 4/CD)                                                                                               1.53254E-5          0.00973 
(support/NN, two/CD)                                                                                          1.53254E-5          0.01569 
(support/NN, solid/JJ)                                                                                        1.53254E-5          0.01569 
(bathroom/NN, full/JJ)                                                                                        1.53254E-5          0.01504 
(support/NN, diagonal/JJ)                                                                                     1.53254E-5          0.01569 
(bath/NN, guest/NN)                                                                                           1.53254E-5          0.05442 
(support/NN, adequate/JJ)                                                                                     1.53254E-5          0.01569 
(basis/NN, daily/JJ)                                                                                          1.53254E-5          0.06667 
(base/NN, wood/NN)                                                                                            1.53254E-5          0.01597 
(wire/NN, color/NN)                                                                                           1.53254E-5          7.96337E
(base/NN, paver/NN)                                                                                           1.53254E-5          0.01597 
(temperature/NN, interior/JJ)                                                                                 1.53254E-5          0.00737 
(base/NN, plywood/NN)                                                                                         1.53254E-5          0.01597 
(line/NN, sewage/NN)                                                                                          1.53254E-5          0.00217 
((anchor/NN, wall/NN), hollow/JJ)                                                                             1.53254E-5          0.30769 
(direction/NN, proper/JJ)                                                                                     1.53254E-5          0.01691 
(direction/NN, grain/NN)                                                                                      1.53254E-5          0.01691 
(barn/NN, pole/NN)                                                                                            1.53254E-5          0.2963  
(suggestion/NN, better/JJR)                                                                                   1.53254E-5          0.03213 
(substance/NN, white/JJ)                                                                                      1.53254E-5          0.08511 
(space/NN, heated/JJ)                                                                                         1.53254E-5          0.0043  
(subfloor/NN, old/JJ)                                                                                         1.53254E-5          0.03433 
(bar/NN, flat/JJ)                                                                                             1.53254E-5          0.01081 
(bar/NN, cross/JJ)                                                                                            1.53254E-5          0.01081 
(line/NN, level/NN)                                                                                           1.53254E-5          0.00217 
(line/NN, green/JJ)                                                                                           1.53254E-5          0.00217 
(wire/NN, 3rd/JJ)                                                                                             1.53254E-5          7.96337E
(line/NN, discharge/NN)                                                                                       1.53254E-5          0.00217 
(line/NN, good/JJ)                                                                                            1.53254E-5          0.00217 
(line/NN, cable/NN)                                                                                           1.53254E-5          0.00217 
(line/NN, air/NN)                                                                                             1.53254E-5          0.00217 
(pole/NN, 2/CD)                                                                                               1.53254E-5          0.02797 
(line/NN, crisp/JJ)                                                                                           1.53254E-5          0.00217 
(stuff/NN, bad/JJ)                                                                                            1.53254E-5          0.01208 
(stud/NN, single/JJ)                                                                                          1.53254E-5          0.00834 
(backer/NN, tile/NN)                                                                                          1.53254E-5          0.18182 
(stud/NN, next/JJ)                                                                                            1.53254E-5          0.00834 
(pole/NN, curtain/NN)                                                                                         1.53254E-5          0.02797 
(structure/NN, wall/NN)                                                                                       1.53254E-5          0.0167  
(awg/NN, 4/CD)                                                                                                1.53254E-5          0.0442  
(diameter/NN, right/JJ)                                                                                       1.53254E-5          0.0241  
(window/NN, wood/NN)                                                                                          1.53254E-5          0.00636 
(attic/NN, unconditioned/JJ)                                                                                  1.53254E-5          0.06107 
(structure/NN, main/JJ)                                                                                       1.53254E-5          0.0167  
(structure/NN, new/JJ)                                                                                        1.53254E-5          0.0167  
(attic/NN, garage/NN)                                                                                         1.53254E-5          0.06107 
(light/NN, security/NN)                                                                                       1.53254E-5          0.00296 
(window/NN, single-pane/JJ)                                                                                   1.53254E-5          0.00636 
(light/NN, oven/NN)                                                                                           1.53254E-5          0.00296 
(light/NN, puck/NN)                                                                                           1.53254E-5          0.00296 
(light/NN, original/JJ)                                                                                       1.53254E-5          0.00296 
(light/NN, normal/JJ)                                                                                         1.53254E-5          0.00296 
(device/NN, x10/NN)                                                                                           1.53254E-5          0.00722 
(strip/NN, wooden/JJ)                                                                                         1.53254E-5          0.0091  
(assembly/NN, cablebus/NN)                                                                                    1.53254E-5          0.0218  
(strip/NN, trim/JJ)                                                                                           1.53254E-5          0.0091  
(Article/NNP, 2011/CD)                                                                                        1.53254E-5          0.21622 
(strip/NN, test/NN)                                                                                           1.53254E-5          0.0091  
(art/NN, ascii/JJ)                                                                                            1.53254E-5          0.2     
(size/NN, several/JJ)                                                                                         1.53254E-5          0.00613 
(light/NN, extra/JJ)                                                                                          1.53254E-5          0.00296 
(strip/NN, magnetic/JJ)                                                                                       1.53254E-5          0.0091  
(light/NN, flash/NN)                                                                                          1.53254E-5          0.00296 
(area/NN, wider/JJR)                                                                                          1.53254E-5          0.003   
(light/NN, bedroom/NN)                                                                                        1.53254E-5          0.00296 
(point/NN, drain/NN)                                                                                          1.53254E-5          0.00628 
(area/NN, surrounding/JJ)                                                                                     1.53254E-5          0.003   
(device/NN, usb/JJ)                                                                                           1.53254E-5          0.00722 
(area/NN, Seattle/NNP)                                                                                        1.53254E-5          0.003   
(leveler/NN, self/NN)                                                                                         1.53254E-5          0.23529 
(library/NN, local/JJ)                                                                                        1.53254E-5          0.38095 
(house/NN, same/JJ)                                                                                           1.53254E-5          0.00411 
(window/NN, exterior/JJ)                                                                                      1.53254E-5          0.00636 
(area/NN, main/JJ)                                                                                            1.53254E-5          0.003   
(installation/NN, drywall/NN)                                                                                 1.53254E-5          0.01404 
(area/NN, high-traffic/JJ)                                                                                    1.53254E-5          0.003   
(plywood/NN, groove/NN)                                                                                       1.53254E-5          0.0332  
(stove/NN, old/JJ)                                                                                            1.53254E-5          0.02676 
(window/NN, 3/CD)                                                                                             1.53254E-5          0.00636 
(plumbing/NN, old/JJ)                                                                                         1.53254E-5          0.03865 
(detergent/NN, dishwasher/NN)                                                                                 1.53254E-5          0.10811 
(detail/NN, important/JJ)                                                                                     1.53254E-5          0.03333 
(story/NN, whole/JJ)                                                                                          1.53254E-5          0.02676 
(store/NN, supply/NN)                                                                                         1.53254E-5          0.00971 
(level/NN, current/JJ)                                                                                        1.53254E-5          0.00536 
(whites/NN, 2/CD)                                                                                             1.53254E-5          0.18182 
(plumbing/NN, copper/NN)                                                                                      1.53254E-5          0.03865 
(level/NN, ceiling/NN)                                                                                        1.53254E-5          0.00536 
(approach/NN, usual/JJ)                                                                                       1.53254E-5          0.01843 
(level/NN, acceptable/JJ)                                                                                     1.53254E-5          0.00536 
(store/NN, craft/NN)                                                                                          1.53254E-5          0.00971 
(wheel/NN, wire/NN)                                                                                           1.53254E-5          0.05405 
(plug/NN, two/CD)                                                                                             1.53254E-5          0.01382 
(approach/NN, possible/JJ)                                                                                    1.53254E-5          0.01843 
(length/NN, various/JJ)                                                                                       1.53254E-5          0.01148 
(approach/NN, alternate/JJ)                                                                                   1.53254E-5          0.01843 
(design/NN, other/JJ)                                                                                         1.53254E-5          0.02204 
(input/NN, power/NN)                                                                                          1.53254E-5          0.07619 
(application/NN, many/JJ)                                                                                     1.53254E-5          0.01995 
(application/NN, industrial/JJ)                                                                               1.53254E-5          0.01995 
(welder/NN, arc/NN)                                                                                           1.53254E-5          0.25    
(stone/NN, small/JJ)                                                                                          1.53254E-5          0.02857 
(leg/NN, short/JJ)                                                                                            1.53254E-5          0.01416 
(plug/NN, 20a/NN)                                                                                             1.53254E-5          0.01382 
(stock/NN, flat/JJ)                                                                                           1.53254E-5          0.06838 
(appliance/NN, individual/JJ)                                                                                 1.53254E-5          0.01636 
(stick/NN, leverage/NN)                                                                                       1.53254E-5          0.07921 
(leg/NN, common/JJ)                                                                                           1.53254E-5          0.01416 
(weight/NN, significant/JJ)                                                                                   1.53254E-5          0.02005 
(situation/NN, certain/JJ)                                                                                    1.53254E-5          0.01646 
(step/NN, previous/JJ)                                                                                        1.53254E-5          0.01946 
(step/NN, few/JJ)                                                                                             1.53254E-5          0.02367 
(leakage/NN, current/JJ)                                                                                      1.53254E-5          0.06957 
(step/NN, additional/JJ)                                                                                      1.53254E-5          0.02367 
(ant/NN, white/JJ)                                                                                            1.53254E-5          0.13793 
(leak/NN, plumbing/NN)                                                                                        1.53254E-5          0.01238 
(answer/NN, possible/JJ)                                                                                      1.53254E-5          0.00879 
(answer/NN, obvious/JJ)                                                                                       1.53254E-5          0.00879 
(station/NN, gas/NN)                                                                                          1.53254E-5          0.15094 
(week/NN, 1/CD)                                                                                               1.53254E-5          0.01194 
(angle/NN, downward/JJ)                                                                                       1.53254E-5          0.01937 
(degree/NN, high/JJ)                                                                                          1.53254E-5          0.00792 
(staircase/NN, spiral/NN)                                                                                     1.53254E-5          0.18605 
(Star/NNP, Energy/NNP)                                                                                        1.53254E-5          1.0     
(stair/NN, attic/NN)                                                                                          1.53254E-5          0.06202 
(stair/NN, basement/NN)                                                                                       1.53254E-5          0.06202 
(staining/NN, acid/NN)                                                                                        1.53254E-5          0.27586 
(analogy/NN, water/NN)                                                                                        1.53254E-5          0.5     
(layer/NN, surface/NN)                                                                                        1.53254E-5          0.0063  
