Itemset                                                                                                       Support           Confidence
(side/NN, sunlit/JJ)                                                                                          1.32468E-4          0.02439 
(expansion/NN, subtle/JJ)                                                                                     1.32468E-4          0.33333 
(experience/NNS, shocking/JJ)                                                                                 1.32468E-4          1.0     
(side/NNS, short/JJ)                                                                                          1.32468E-4          0.25    
(siding/NN, similar/JJ)                                                                                       1.32468E-4          0.04545 
(experience/NN, previous/JJ)                                                                                  1.32468E-4          0.33333 
(sill/NN, door/NN)                                                                                            1.32468E-4          1.0     
(single-use/NN, Kiddie/NNP)                                                                                   1.32468E-4          1.0     
(sink/NN, kitchen/NN)                                                                                         1.32468E-4          0.0625  
(exterior/NN, double-brick/JJ)                                                                                1.32468E-4          1.0     
(f/NN, 81.1/CD)                                                                                               1.32468E-4          0.11111 
(site/NN, review/NN)                                                                                          1.32468E-4          0.16667 
(situation/NN, exact/JJ)                                                                                      1.32468E-4          0.5     
(extinguisher/NN, fire/NN)                                                                                    1.32468E-4          1.0     
(size/NN, actual/JJ)                                                                                          1.32468E-4          0.07143 
(clay/NN, sticky/JJ)                                                                                          1.32468E-4          0.5     
(size/NN, appropriate/JJ)                                                                                     1.32468E-4          0.07143 
(f/NN, 106.0/CD)                                                                                              1.32468E-4          0.11111 
(f/NN, 79.2/CD)                                                                                               1.32468E-4          0.11111 
(size/NN, market/NN)                                                                                          1.32468E-4          0.07143 
(size/NN, similar/JJ)                                                                                         1.32468E-4          0.07143 
(f/NN, 50/CD)                                                                                                 1.32468E-4          0.11111 
(f/NN, 78/CD)                                                                                                 1.32468E-4          0.11111 
(size/NNS, other/JJ)                                                                                          1.32468E-4          0.07692 
(size/NNS, vario/NNS)                                                                                         1.32468E-4          0.07692 
(face/NN, domed/JJ)                                                                                           1.32468E-4          0.5     
(fall/NN, free/JJ)                                                                                            1.32468E-4          0.5     
(slab/NNS, thick/JJ)                                                                                          1.32468E-4          0.2     
(sleeve/NN, repair/NN)                                                                                        1.32468E-4          0.25    
(face/NN, textured/JJ)                                                                                        1.32468E-4          0.5     
(faceplate/NN, prepared/JJ)                                                                                   1.32468E-4          1.0     
(slope/NN, slight/JJ)                                                                                         1.32468E-4          0.5     
(slot/NN, extra/JJ)                                                                                           1.32468E-4          0.33333 
(factor/NN, huge/JJ)                                                                                          1.32468E-4          0.25    
(fall/NN, ballerina/NN)                                                                                       1.32468E-4          0.5     
(Smarthome/NNP, Products/NNPS)                                                                                1.32468E-4          1.0     
(smell/NN, vinegar/NN)                                                                                        1.32468E-4          0.1     
(factor/NNS, other/JJ)                                                                                        1.32468E-4          0.33333 
(smooth/NN, surface/NN)                                                                                       1.32468E-4          0.33333 
(socket/NN, first/JJ)                                                                                         1.32468E-4          0.2     
(socket/NN, wall/NN)                                                                                          1.32468E-4          0.2     
((Manipulator/NNP, Digital/NNP), one/CD)                                                                      1.32468E-4          1.0     
(fan/NNS, bathroom/vent/JJ)                                                                                   1.32468E-4          0.2     
(fence/NNS, wooden/JJ)                                                                                        1.32468E-4          1.0     
(software/NN, design/NN)                                                                                      1.32468E-4          1.0     
(fan/NN, vent-brand/JJ)                                                                                       1.32468E-4          0.04167 
(solder/NN, silver/NN)                                                                                        1.32468E-4          0.33333 
(solution/NN, cheap/JJ)                                                                                       1.32468E-4          0.03846 
(solution/NN, disinfectant/bleach/JJ)                                                                         1.32468E-4          0.03846 
(answer/NN, easy/JJ)                                                                                          1.32468E-4          0.125   
(fastener/NN, hidden/JJ)                                                                                      1.32468E-4          0.5     
(solution/NN, one/CD)                                                                                         1.32468E-4          0.03846 
(solution/NN, perfect/JJ)                                                                                     1.32468E-4          0.03846 
(faq/NN, good/JJ)                                                                                             1.32468E-4          1.0     
(solution/NN, standard/JJ)                                                                                    1.32468E-4          0.03846 
(solution/NN, weak/JJ)                                                                                        1.32468E-4          0.03846 
(solution/NNS, better/JJR)                                                                                    1.32468E-4          0.33333 
(ant/NNS, black/JJ)                                                                                           1.32468E-4          0.33333 
(faucet/NNS, many/JJ)                                                                                         1.32468E-4          1.0     
(fastener/NNS, treaded/JJ)                                                                                    1.32468E-4          1.0     
(sort/NN, upstairs/downstairs/NNS)                                                                            1.32468E-4          0.33333 
(answer/NNS, right/JJ)                                                                                        1.32468E-4          0.5     
(sound/NN, neat/JJ)                                                                                           1.32468E-4          0.33333 
(source/NN, good/JJ)                                                                                          1.32468E-4          0.16667 
(source/NN, water/NN)                                                                                         1.32468E-4          0.16667 
(feature/NN, key/JJ)                                                                                          1.32468E-4          0.25    
(space/NN, extra/JJ)                                                                                          1.32468E-4          0.05556 
(space/NN, larger/JJR)                                                                                        1.32468E-4          0.05556 
(space/NN, open/JJ)                                                                                           1.32468E-4          0.05556 
(fee/NNS, referral/NN)                                                                                        1.32468E-4          1.0     
(space/NN, tight/JJ)                                                                                          1.32468E-4          0.05556 
(feature/NNS, accessibility/NN)                                                                               1.32468E-4          1.0     
(space/NNS, attic/NN)                                                                                         1.32468E-4          1.0     
(fertilizer/NN, good/JJ)                                                                                      1.32468E-4          1.0     
(filter/NN, field-provided/JJ)                                                                                1.32468E-4          0.03846 
(span/NN, entire/JJ)                                                                                          1.32468E-4          0.5     
(speaker/NNS, 4/CD)                                                                                           1.32468E-4          0.2     
(field/NN, drainage/NN)                                                                                       1.32468E-4          0.5     
(species/NNS, ant/JJ)                                                                                         1.32468E-4          1.0     
(speed/NN, high/JJ)                                                                                           1.32468E-4          0.5     
(speed/NNS, terrifying/JJ)                                                                                    1.32468E-4          1.0     
(filler/NN, wood/NN)                                                                                          1.32468E-4          1.0     
(apocalypse/NN, ant/JJ)                                                                                       1.32468E-4          1.0     
(spirit/NNS, mineral/JJ)                                                                                      1.32468E-4          0.5     
(splash/NN, less/JJR)                                                                                         1.32468E-4          1.0     
(filter/NN, ac/furnace/NN)                                                                                    1.32468E-4          0.03846 
(sponge/NN, damp/JJ)                                                                                          1.32468E-4          1.0     
(spot/NN, one/CD)                                                                                             1.32468E-4          0.25    
(spot/NNS, certain/JJ)                                                                                        1.32468E-4          0.04    
(application/NN, online/JJ)                                                                                   1.32468E-4          1.0     
(filter/NNS, cheap/JJ)                                                                                        1.32468E-4          0.1     
(spot/NNS, rust/NN)                                                                                           1.32468E-4          0.04    
(spot/NNS, spongy/JJ)                                                                                         1.32468E-4          0.04    
(filter/NNS, better/JJR)                                                                                      1.32468E-4          0.1     
(spot/NNS, uneven/JJ)                                                                                         1.32468E-4          0.04    
(spray/NN, hair/NN)                                                                                           1.32468E-4          1.0     
(spreader/NN, adhesive/JJ)                                                                                    1.32468E-4          0.5     
(application/NNS, home/NN)                                                                                    1.32468E-4          0.5     
(filter/NNS, furnace/NN)                                                                                      1.32468E-4          0.1     
(sprinkling/NN, underground/JJ)                                                                               1.32468E-4          1.0     
(square/NN, speed/NN)                                                                                         1.32468E-4          1.0     
(finish/NN, attractive/JJ)                                                                                    1.32468E-4          0.07692 
(stage/NNS, different/JJ)                                                                                     1.32468E-4          1.0     
(finder/NN, Stud/NNP)                                                                                         1.32468E-4          0.25    
(stain/NNS, friendly/JJ)                                                                                      1.32468E-4          0.04762 
((Control/NNP, Pest/NNP), simple/JJ)                                                                          1.32468E-4          1.0     
(bar/NN, sound/JJ)                                                                                            1.32468E-4          1.0     
(fixture/NNS, metal/NN)                                                                                       1.32468E-4          0.07143 
(floor/NN, wood/NN)                                                                                           1.32468E-4          0.02564 
(Armstrong/NNP, Steve/NNP)                                                                                    1.32468E-4          1.0     
(standpoint/NN, monetary/JJ)                                                                                  1.32468E-4          0.07692 
((mechanism/NNS, fill/NN), two/CD)                                                                            1.32468E-4          1.0     
(state/NN, home/NN)                                                                                           1.32468E-4          0.5     
(bill/NNS, heating/cooling/NN)                                                                                1.32468E-4          1.0     
(state/NNS, US/NNP)                                                                                           1.32468E-4          0.25    
(status/NN, at-a-glance/JJ)                                                                                   1.32468E-4          1.0     
(steel/NN, drilling/NN)                                                                                       1.32468E-4          0.5     
(fir/NN, untreated/JJ)                                                                                        1.32468E-4          1.0     
(step/NNS, extra/JJ)                                                                                          1.32468E-4          0.5     
(finish/NN, white/JJ)                                                                                         1.32468E-4          0.07692 
(stick/NNS, short/JJ)                                                                                         1.32468E-4          0.5     
(member/NNS, other/JJ)                                                                                        1.32468E-4          0.25    
(membrane/NN, waterproof/JJ)                                                                                  1.32468E-4          1.0     
(fireplace/NN, beautiful/JJ)                                                                                  1.32468E-4          0.14286 
(fire/NNS, common/JJ)                                                                                         1.32468E-4          1.0     
(stool/NN, window/NN)                                                                                         1.32468E-4          0.33333 
(area/NN, much/JJ)                                                                                            1.32468E-4          0.05556 
(store/NN, goods/NNS)                                                                                         1.32468E-4          0.16667 
(store/NN, part/NNS)                                                                                          1.32468E-4          0.16667 
(store/NNS, home/NN)                                                                                          1.32468E-4          0.1     
(area/NN, sunny/JJ)                                                                                           1.32468E-4          0.05556 
(fixing/NNS, frame/NN)                                                                                        1.32468E-4          1.0     
(storm/NN, recent/JJ)                                                                                         1.32468E-4          0.33333 
(story/NNS, insurance/NN)                                                                                     1.32468E-4          0.5     
((mark/NNS, food/NN), minor/JJ)                                                                               1.32468E-4          1.0     
(fix/NN, quick/JJ)                                                                                            1.32468E-4          0.25    
(strength/NN, coverage/signal/JJ)                                                                             1.32468E-4          0.16667 
(strength/NN, superior/JJ)                                                                                    1.32468E-4          0.16667 
(fixture/NNS, other/JJ)                                                                                       1.32468E-4          0.07143 
(flatwise/NN, 2x4/NN)                                                                                         1.32468E-4          1.0     
(arm/NNS, metal/NN)                                                                                           1.32468E-4          1.0     
(stroke/NNS, long/JJ)                                                                                         1.32468E-4          1.0     
(flapper/NN, plastic/NN)                                                                                      1.32468E-4          1.0     
(structure/NN, support/NN)                                                                                    1.32468E-4          0.25    
(flame/NN, naked/JJ)                                                                                          1.32468E-4          1.0     
(stucco/NN, new/JJ)                                                                                           1.32468E-4          0.5     
(area/NNS, loose/JJ)                                                                                          1.32468E-4          0.07143 
(flex/NN, downward/JJ)                                                                                        1.32468E-4          1.0     
(studio/NN, nice/JJ)                                                                                          1.32468E-4          1.0     
(stuff/NN, chipboard/NN)                                                                                      1.32468E-4          0.11111 
((membrane/NN, proof/NN), damp/JJ)                                                                            1.32468E-4          1.0     
(stuff/NN, powerful/JJ)                                                                                       1.32468E-4          0.11111 
(stuff/NN, various/JJ)                                                                                        1.32468E-4          0.11111 
(Stuff/NNP, Great/NNP)                                                                                        1.32468E-4          1.0     
(flooding/NN, further/JJ)                                                                                     1.32468E-4          1.0     
(floor/NN, top/JJ)                                                                                            1.32468E-4          0.02564 
(styrofoam/NN, plain/JJ)                                                                                      1.32468E-4          1.0     
(success/NN, great/JJ)                                                                                        1.32468E-4          1.0     
(floor/NN, cement/NN)                                                                                         1.32468E-4          0.02564 
(suite/NN, grandma/NN)                                                                                        1.32468E-4          1.0     
(summer/NN, concrete/JJ)                                                                                      1.32468E-4          0.25    
(summer/NN, last/JJ)                                                                                          1.32468E-4          0.25    
(area/NNS, tight/JJ)                                                                                          1.32468E-4          0.07143 
(floor/NN, tile/NN)                                                                                           1.32468E-4          0.02564 
(summer/NNS, hot/JJ)                                                                                          1.32468E-4          0.25    
(sun/NN, direct/JJ)                                                                                           1.32468E-4          0.16667 
(floor/NN, proper/JJ)                                                                                         1.32468E-4          0.02564 
(sun/NN, much/JJ)                                                                                             1.32468E-4          0.16667 
((metal/NN, house/NN), entire/JJ)                                                                             1.32468E-4          1.0     
(supplier/NN, same/JJ)                                                                                        1.32468E-4          1.0     
(aspect/NN, important/JJ)                                                                                     1.32468E-4          1.0     
(flourecent/NN, single/JJ)                                                                                    1.32468E-4          1.0     
(force/NN, more/JJR)                                                                                          1.32468E-4          0.25    
(surface/NN, bright/JJ)                                                                                       1.32468E-4          0.06667 
(floor/NNS, concrete/JJ)                                                                                      1.32468E-4          0.07692 
(surface/NN, smooth/JJ)                                                                                       1.32468E-4          0.06667 
(floor/NNS, bathroom/NN)                                                                                      1.32468E-4          0.07692 
(surface/NN, stable/JJ)                                                                                       1.32468E-4          0.06667 
(article/NN, okay/JJ)                                                                                         1.32468E-4          0.2     
(florescent/NN, pin/NN)                                                                                       1.32468E-4          0.5     
(surface/NNS, prep/JJ)                                                                                        1.32468E-4          1.0     
(suspect/NNS, asbestos/NN)                                                                                    1.32468E-4          1.0     
(florescent/NN, cheaper/JJR)                                                                                  1.32468E-4          0.5     
(switch/NN, intermediate/JJ)                                                                                  1.32468E-4          0.05    
(Flooring/NNP, Veneer/NNP)                                                                                    1.32468E-4          1.0     
(switch/NN, three-way/JJ)                                                                                     1.32468E-4          0.05    
(attachment/NN, rake/NN)                                                                                      1.32468E-4          0.07143 
(flush/NN, toilet/NN)                                                                                         1.32468E-4          1.0     
(switch/NNS, co/alr/NN)                                                                                       1.32468E-4          0.03226 
(switch/NNS, end-of-line/JJ)                                                                                  1.32468E-4          0.03226 
(flow/NNS, water/NN)                                                                                          1.32468E-4          1.0     
(switch/NNS, other/JJ)                                                                                        1.32468E-4          0.03226 
(switch/NNS, upb/NN)                                                                                          1.32468E-4          0.03226 
(switching/NN, light/JJ)                                                                                      1.32468E-4          0.5     
(attachment/NNS, few/JJ)                                                                                      1.32468E-4          1.0     
(folk/NNS, many/JJ)                                                                                           1.32468E-4          0.5     
(flux/NNS, acid/NN)                                                                                           1.32468E-4          1.0     
(system/NN, basic/JJ)                                                                                         1.32468E-4          0.02778 
(folk/NNS, average/JJ)                                                                                        1.32468E-4          0.5     
(system/NN, fed/NN)                                                                                           1.32468E-4          0.02778 
(fog/NN, visor/NN)                                                                                            1.32468E-4          1.0     
(system/NN, imperial/JJ)                                                                                      1.32468E-4          0.02778 
(band/NNS, wide/JJ)                                                                                           1.32468E-4          1.0     
(foot/NNS, 4/CD)                                                                                              1.32468E-4          0.02326 
(b/NN, class/NN)                                                                                              1.32468E-4          1.0     
(system/NN, roof-based/JJ)                                                                                    1.32468E-4          0.02778 
(foot/NN, cubic/JJ)                                                                                           1.32468E-4          0.2     
(system/NN, simple/JJ)                                                                                        1.32468E-4          0.02778 
(system/NN, typical/JJ)                                                                                       1.32468E-4          0.02778 
(system/NN, whole/JJ)                                                                                         1.32468E-4          0.02778 
(foot/NNS, 100/CD)                                                                                            1.32468E-4          0.02326 
(foot/NNS, 4-6/CD)                                                                                            1.32468E-4          0.02326 
(system/NNS, geothermal/JJ)                                                                                   1.32468E-4          0.07692 
(system/NNS, immune/JJ)                                                                                       1.32468E-4          0.07692 
(foot/NNS, 30/CD)                                                                                             1.32468E-4          0.02326 
(system/NNS, recirculation/NN)                                                                                1.32468E-4          0.07692 
(system/NNS, septic/JJ)                                                                                       1.32468E-4          0.07692 
((company/NNS, control/NN), pest/NN)                                                                          1.32468E-4          1.0     
(ball/NNS, cotton/NN)                                                                                         1.32468E-4          1.0     
(force/NN, brute/JJ)                                                                                          1.32468E-4          0.25    
(tab/NNS, three/CD)                                                                                           1.32468E-4          0.33333 
(foot/NNS, 8/CD)                                                                                              1.32468E-4          0.02326 
(table/NN, kitchen/NN)                                                                                        1.32468E-4          0.1     
(tablespoon/NNS, four/CD)                                                                                     1.32468E-4          0.5     
(tale/NNS, do-it-yourself/JJ)                                                                                 1.32468E-4          0.33333 
(foot/NNS, four/CD)                                                                                           1.32468E-4          0.02326 
(tank/NN, holding/NN)                                                                                         1.32468E-4          0.05882 
(foot/NNS, couple/JJ)                                                                                         1.32468E-4          0.02326 
(tank/NN, old/JJ)                                                                                             1.32468E-4          0.05882 
(bag/NN, wet/JJ)                                                                                              1.32468E-4          0.33333 
(tank/NN, pressure/NN)                                                                                        1.32468E-4          0.05882 
(tank/NN, second/JJ)                                                                                          1.32468E-4          0.05882 
(tank/NN, toilet/NN)                                                                                          1.32468E-4          0.05882 
(bathroom/NN, only/JJ)                                                                                        1.32468E-4          0.16667 
(foundation/NNS, concrete/JJ)                                                                                 1.32468E-4          1.0     
(gauge/NN, same/JJ)                                                                                           1.32468E-4          0.125   
(tar/NN, plain/JJ)                                                                                            1.32468E-4          0.5     
(form/NN, 2x4/JJ)                                                                                             1.32468E-4          0.14286 
(teaspoon/NNS, four/CD)                                                                                       1.32468E-4          1.0     
(bill/NN, heating/NN)                                                                                         1.32468E-4          0.33333 
(technique/NN, same/JJ)                                                                                       1.32468E-4          0.33333 
(barrier/NN, ant/JJ)                                                                                          1.32468E-4          0.2     
(technology/NNS, future/JJ)                                                                                   1.32468E-4          1.0     
((((Motors/NNP, Fan/NNP), Vent/NNP), Bath/NNP), Replacement/NNP)                                              1.32468E-4          1.0     
(temp/NN, ground/NN)                                                                                          1.32468E-4          0.25    
(formatting/NN, clear/JJ)                                                                                     1.32468E-4          1.0     
(temperature/NN, inflow/NN)                                                                                   1.32468E-4          0.07143 
(temperature/NN, melting/NN)                                                                                  1.32468E-4          0.07143 
(temperature/NN, output/NN)                                                                                   1.32468E-4          0.07143 
(frame/NN, aluminum/NN)                                                                                       1.32468E-4          0.0625  
(ft/NN, 2/CD)                                                                                                 1.32468E-4          0.5     
(temperature/NNS, incoming/JJ)                                                                                1.32468E-4          0.2     
(temperature/NNS, new/JJ)                                                                                     1.32468E-4          0.2     
(framing/NN, deck/NN)                                                                                         1.32468E-4          0.33333 
(term/NN, wrong/JJ)                                                                                           1.32468E-4          0.25    
(term/NNS, payment/NN)                                                                                        1.32468E-4          0.5     
(test/NN, blower-door/JJ)                                                                                     1.32468E-4          0.5     
(Freight/NNP, Harbor/NNP)                                                                                     1.32468E-4          1.0     
(Tester101/NNP, la/NNP)                                                                                       1.32468E-4          1.0     
(texturing/NN, heavy/JJ)                                                                                      1.32468E-4          1.0     
(that/NNS, craigslist/NN)                                                                                     1.32468E-4          1.0     
(mesh/NN, nylon/NN)                                                                                           1.32468E-4          1.0     
(baseboard/NN, upstairs/NN)                                                                                   1.32468E-4          0.07143 
(Thermometer/NNP, IR/NNP)                                                                                     1.32468E-4          1.0     
(thermostat/NN, single/JJ)                                                                                    1.32468E-4          0.33333 
(basement/NN, new/JJ)                                                                                         1.32468E-4          0.08333 
((overhang/NN, story/NN), 1/CD)                                                                               1.32468E-4          1.0     
(bathroom/NN, old/JJ)                                                                                         1.32468E-4          0.16667 
(basket/NNS, mail/NN)                                                                                         1.32468E-4          1.0     
(furnace/NN, series/NN)                                                                                       1.32468E-4          0.16667 
(thing/NN, easy/JJ)                                                                                           1.32468E-4          0.01852 
(thing/NN, lamination/NN)                                                                                     1.32468E-4          0.01852 
(thing/NN, last/JJ)                                                                                           1.32468E-4          0.01852 
(fuse/NN, own/JJ)                                                                                             1.32468E-4          1.0     
(gallon/NNS, 15/CD)                                                                                           1.32468E-4          0.25    
(thing/NNS, few/JJ)                                                                                           1.32468E-4          0.03846 
((output/NN, pump/NN), sump/NN)                                                                               1.32468E-4          1.0     
(gallon/NN, ~/CD)                                                                                             1.32468E-4          0.5     
(thing/NNS, great/JJ)                                                                                         1.32468E-4          0.03846 
(thing/NNS, little/JJ)                                                                                        1.32468E-4          0.03846 
(thing/NNS, nice/JJ)                                                                                          1.32468E-4          0.03846 
((paint/NN, wall/NN), little/JJ)                                                                              1.32468E-4          0.5     
(gap/NN, air/NN)                                                                                              1.32468E-4          0.125   
(gate/NNS, wrought-iron/JJ)                                                                                   1.32468E-4          1.0     
(thinkness/NN, drywall/NN)                                                                                    1.32468E-4          1.0     
(gap/NN, noticeable/JJ)                                                                                       1.32468E-4          0.125   
(third/NN, center/NN)                                                                                         1.32468E-4          1.0     
(gap/NN, large/JJ)                                                                                            1.32468E-4          0.125   
(thought/NNS, people/NNS)                                                                                     1.32468E-4          1.0     
(gap/NNS, few/JJ)                                                                                             1.32468E-4          0.5     
(tile/NN, good-quality/JJ)                                                                                    1.32468E-4          0.09091 
(gap/NN, slight/JJ)                                                                                           1.32468E-4          0.125   
(tile/NNS, cork/NN)                                                                                           1.32468E-4          0.04762 
(gap/NNS, slight/JJ)                                                                                          1.32468E-4          0.5     
(gate/NNS, handsome/JJ)                                                                                       1.32468E-4          1.0     
(gas/NN, natural/JJ)                                                                                          1.32468E-4          1.0     
(garden/NNS, water/NN)                                                                                        1.32468E-4          1.0     
((connector/NN, fiber/NN), sc/NN)                                                                             1.32468E-4          1.0     
(generator/NNS, tone/NN)                                                                                      1.32468E-4          1.0     
(grit/NN, high/JJ)                                                                                            1.32468E-4          0.5     
(time/NN, final/JJ)                                                                                           1.32468E-4          0.02632 
(GE/NNP, 30/CD)                                                                                               1.32468E-4          1.0     
(time/NN, longer/JJR)                                                                                         1.32468E-4          0.02632 
(bill/NN, electric/JJ)                                                                                        1.32468E-4          0.33333 
(time/NN, right/JJ)                                                                                           1.32468E-4          0.02632 
(girl/NN, checkout/NN)                                                                                        1.32468E-4          1.0     
(glove/NNS, work/NN)                                                                                          1.32468E-4          0.5     
(time/NN, Winter/NNP)                                                                                         1.32468E-4          0.02632 
(time/NNS, 9/10/CD)                                                                                           1.32468E-4          0.1     
(glove/NNS, rubber/NN)                                                                                        1.32468E-4          0.5     
(time/NNS, several/JJ)                                                                                        1.32468E-4          0.1     
(time/NNS, two/CD)                                                                                            1.32468E-4          0.1     
(tip/NNS, few/JJ)                                                                                             1.32468E-4          0.5     
(goggles/NNS, various/JJ)                                                                                     1.32468E-4          1.0     
(grit/NN, 2000/CD)                                                                                            1.32468E-4          0.5     
(bead/NN, neat/JJ)                                                                                            1.32468E-4          1.0     
(toilet/NNS, commercial/JJ)                                                                                   1.32468E-4          0.33333 
(gpm/NN, 1.9/CD)                                                                                              1.32468E-4          0.33333 
(ton/NNS, three/CD)                                                                                           1.32468E-4          0.5     
(tongue/NN, non/JJ)                                                                                           1.32468E-4          1.0     
(tool/NN, better/JJR)                                                                                         1.32468E-4          0.1     
(grade/NN, food/NN)                                                                                           1.32468E-4          1.0     
(grid/NN, galvanized/JJ)                                                                                      1.32468E-4          0.25    
(tool/NN, personal/JJ)                                                                                        1.32468E-4          0.1     
