Itemset                                                                                                       Support           Confidence
(humidifier/NN, house/NN)                                                                                     1.42276E-5          0.15686 
(humidifier/NN, built-in/JJ)                                                                                  1.42276E-5          0.15686 
(base/NN, plywood/NN)                                                                                         1.42276E-5          0.01501 
(base/NN, paver/NN)                                                                                           1.42276E-5          0.01501 
(hrv/NN, plug/NN)                                                                                             1.42276E-5          0.88889 
(bracket/NN, new/JJ)                                                                                          1.42276E-5          0.04469 
(roof/NN, sloped/JJ)                                                                                          1.42276E-5          0.00995 
(roof/NN, small/JJ)                                                                                           1.42276E-5          0.00995 
(roof/NN, single/JJ)                                                                                          1.42276E-5          0.00995 
(housing/NN, recessed/JJ)                                                                                     1.42276E-5          0.04233 
(zone/NN, sprinkler/NN)                                                                                       1.42276E-5          0.04545 
(zone/NN, single/JJ)                                                                                          1.42276E-5          0.04545 
((wiring/NN, T6360/NNP), Honeywell/NNP)                                                                       1.42276E-5          1.0     
(house/NNS, new/JJ)                                                                                           1.42276E-5          0.03376 
(basin/NN, catch/NN)                                                                                          1.42276E-5          0.16327 
(roof/NN, low/JJ)                                                                                             1.42276E-5          0.00995 
(roof/NN, shed/NN)                                                                                            1.42276E-5          0.00995 
((flooring/NN, sheet/NN), vinyl/NN)                                                                           1.42276E-5          0.72727 
(bar/NN, terminal/JJ)                                                                                         1.42276E-5          0.01288 
((((gauge/NN, pressure/NN), filter/NN), pool/NN), clear/JJ)                                                   1.42276E-5          1.0     
(house/NN, typical/JJ)                                                                                        1.42276E-5          0.00428 
(bar/NN, pullup/JJ)                                                                                           1.42276E-5          0.01288 
(page/NN, product/NN)                                                                                         1.42276E-5          0.14035 
(yoke/NN, same/JJ)                                                                                            1.42276E-5          0.72727 
(bar/NN, cross/JJ)                                                                                            1.42276E-5          0.01288 
(house/NN, same/JJ)                                                                                           1.42276E-5          0.00428 
(house/NN, ranch/NN)                                                                                          1.42276E-5          0.00428 
(rod/NNS, threaded/JJ)                                                                                        1.42276E-5          0.0708  
(house/NN, private/JJ)                                                                                        1.42276E-5          0.00428 
(year/NNS, first/JJ)                                                                                          1.42276E-5          0.00268 
(thing/NNS, certain/JJ)                                                                                       1.42276E-5          0.00639 
(((water/NN, waste/NN), radiator/NNS), home/NN)                                                               1.42276E-5          1.0     
(hour/NNS, four/CD)                                                                                           1.42276E-5          0.00779 
(hour/NNS, 6-8/CD)                                                                                            1.42276E-5          0.00779 
(bulb/NN, 3-way/JJ)                                                                                           1.42276E-5          0.01386 
(risk/NN, only/JJ)                                                                                            1.42276E-5          0.04469 
(house/NN, newer/JJR)                                                                                         1.42276E-5          0.00428 
(rod/NNS, curtain/NN)                                                                                         1.42276E-5          0.0708  
(year/NNS, 16/CD)                                                                                             1.42276E-5          0.00268 
(riser/NN, canted/JJ)                                                                                         1.42276E-5          0.25    
(backer/NN, tile/NN)                                                                                          1.42276E-5          0.20513 
(hour/NN, 24/CD)                                                                                              1.42276E-5          0.06557 
(year/NNS, 10-20/CD)                                                                                          1.42276E-5          0.00268 
(owner/NNS, original/JJ)                                                                                      1.42276E-5          0.04    
(awg/NN, 4/CD)                                                                                                1.42276E-5          0.04145 
(year/NN, 6/CD)                                                                                               1.42276E-5          0.01067 
(hose/NN, flex/JJ)                                                                                            1.42276E-5          0.01507 
(risk/NN, high/JJ)                                                                                            1.42276E-5          0.04469 
(right/NN, job/NN)                                                                                            1.42276E-5          0.0315  
(attic/NN, garage/NN)                                                                                         1.42276E-5          0.07477 
(x/NN, type/NN)                                                                                               1.42276E-5          0.06107 
(((circuit/NNS, branch/NN), appliance/NN), small/JJ)                                                          1.42276E-5          0.57143 
(hook/NN, coat/NN)                                                                                            1.42276E-5          0.08163 
(assembly/NNS, cable/NN)                                                                                      1.42276E-5          0.33333 
(dome/NN, glass/NN)                                                                                           1.42276E-5          0.44444 
(wrench/NN, torque/NN)                                                                                        1.42276E-5          0.0362  
(door/NN, fire/NN)                                                                                            1.42276E-5          0.00362 
(assembly/NN, cablebus/NN)                                                                                    1.42276E-5          0.02312 
(work/NNS, everything/NN)                                                                                     1.42276E-5          0.0708  
(result/NNS, decent/JJ)                                                                                       1.42276E-5          0.03065 
(result/NNS, confusing/JJ)                                                                                    1.42276E-5          0.03065 
(Article/NNP, 2011/CD)                                                                                        1.42276E-5          0.21622 
(art/NN, ascii/JJ)                                                                                            1.42276E-5          0.19512 
(work/NN, structural/JJ)                                                                                      1.42276E-5          0.00497 
(hole/NNS, tiny/JJ)                                                                                           1.42276E-5          0.00556 
(resistance/NN, water/NN)                                                                                     1.42276E-5          0.02312 
(thermostat/NNS, other/JJ)                                                                                    1.42276E-5          0.04494 
(area/NNS, loose/JJ)                                                                                          1.42276E-5          0.01094 
(charger/NN, battery/NN)                                                                                      1.42276E-5          0.15385 
(residue/NN, gluey/JJ)                                                                                        1.42276E-5          0.06504 
(area/NNS, dark/JJ)                                                                                           1.42276E-5          0.01094 
(hour/NNS, 3-4/CD)                                                                                            1.42276E-5          0.00779 
(workshop/NN, basement/NN)                                                                                    1.42276E-5          0.26667 
(residue/NN, clean/JJ)                                                                                        1.42276E-5          0.06504 
(area/NN, surrounding/JJ)                                                                                     1.42276E-5          0.00398 
(word/NNS, thousand/CD)                                                                                       1.42276E-5          0.0396  
(area/NN, sink/NN)                                                                                            1.42276E-5          0.00398 
(area/NN, Seattle/NNP)                                                                                        1.42276E-5          0.00398 
(area/NN, pool/NN)                                                                                            1.42276E-5          0.00398 
(hole/NN, sump/NN)                                                                                            1.42276E-5          0.00513 
(wood/NN, unfinished/JJ)                                                                                      1.42276E-5          0.00752 
(hole/NN, size/NN)                                                                                            1.42276E-5          0.00513 
(requirement/NNS, special/JJ)                                                                                 1.42276E-5          0.02299 
(wood/NN, original/JJ)                                                                                        1.42276E-5          0.00752 
(area/NN, free/JJ)                                                                                            1.42276E-5          0.00398 
(repair/NNS, home/NN)                                                                                         1.42276E-5          0.06957 
(hole/NN, nail/NN)                                                                                            1.42276E-5          0.00513 
(wood/NN, 20mm/JJ)                                                                                            1.42276E-5          0.00752 
(wiring/NN, telephone/NN)                                                                                     1.42276E-5          0.01268 
(hole/NN, drill/NN)                                                                                           1.42276E-5          0.00513 
(hole/NN, little/JJ)                                                                                          1.42276E-5          0.00513 
(repair/NN, expensive/JJ)                                                                                     1.42276E-5          0.02667 
(removal/NN, asbestos/NN)                                                                                     1.42276E-5          0.05797 
(approach/NN, usual/JJ)                                                                                       1.42276E-5          0.02057 
(application/NNS, wet/JJ)                                                                                     1.42276E-5          0.03773 
(wiring/NN, house-hold/JJ)                                                                                    1.42276E-5          0.01227 
(application/NNS, many/JJ)                                                                                    1.42276E-5          0.03773 
(application/NNS, different/JJ)                                                                               1.42276E-5          0.03773 
(regulation/NN, building/NN)                                                                                  1.42276E-5          0.36364 
(application/NNS, commercial/JJ)                                                                              1.42276E-5          0.03773 
(application/NN, specific/JJ)                                                                                 1.42276E-5          0.0402  
(refrigerant/NN, liquid/JJ)                                                                                   1.42276E-5          0.22222 
(direction/NN, proper/JJ)                                                                                     1.42276E-5          0.0199  
(refill/NNS, bowl/NN)                                                                                         1.42276E-5          0.66667 
(hemisphere/NN, northern/JJ)                                                                                  1.42276E-5          0.8     
(appliance/NNS, three-prong/JJ)                                                                               1.42276E-5          0.02174 
((((hole/NNS, screw/NN), hinge/NN), door/NN), worn/JJ)                                                        1.42276E-5          1.0     
(reference/NN, good/JJ)                                                                                       1.42276E-5          0.11594 
(reduction/NN, sound/JJ)                                                                                      1.42276E-5          0.125   
(texture/NN, same/JJ)                                                                                         1.42276E-5          0.06107 
(wiring/NN, actual/JJ)                                                                                        1.42276E-5          0.01227 
(reducer/NN, pressure/NN)                                                                                     1.42276E-5          0.42105 
(wiring/NN, 60c/NN)                                                                                           1.42276E-5          0.1     
(appliance/NNS, domestic/JJ)                                                                                  1.42276E-5          0.02174 
(height/NN, maximum/NN)                                                                                       1.42276E-5          0.01416 
(apartment/NN, rental/JJ)                                                                                     1.42276E-5          0.04324 
(height/NN, door/NN)                                                                                          1.42276E-5          0.01416 
(receptacle/NNS, new/JJ)                                                                                      1.42276E-5          0.01455 
(height/NN, certain/JJ)                                                                                       1.42276E-5          0.01416 
(test/NN, quick/JJ)                                                                                           1.42276E-5          0.03101 
(heaving/NN, frost/NN)                                                                                        1.42276E-5          0.72727 
(height/NN, clearance/NN)                                                                                     1.42276E-5          0.01416 
(receptacle/NNS, downstream/JJ)                                                                               1.42276E-5          0.01455 
(answer/NN, specific/JJ)                                                                                      1.42276E-5          0.01154 
(answer/NN, obvious/JJ)                                                                                       1.42276E-5          0.01154 
(heating/NN, air/NN)                                                                                          1.42276E-5          0.02067 
(answer/NN, different/JJ)                                                                                     1.42276E-5          0.01154 
(((heater/NN, baseboard/NN), Watt/NNP), 500/CD)                                                               1.42276E-5          1.0     
(receptacle/NNS, 2-prong/JJ)                                                                                  1.42276E-5          0.01455 
(answer/NN, clear/JJ)                                                                                         1.42276E-5          0.01154 
(receptacle/NN, wall/NN)                                                                                      1.42276E-5          0.00946 
(angle/NNS, different/JJ)                                                                                     1.42276E-5          0.06897 
(receptacle/NN, second/JJ)                                                                                    1.42276E-5          0.00946 
(receptacle/NN, split/NN)                                                                                     1.42276E-5          0.00946 
(angle/NN, downward/JJ)                                                                                       1.42276E-5          0.02484 
(receptacle/NN, ground-fault/JJ)                                                                              1.42276E-5          0.00946 
(anchor/NNS, masonry/NN)                                                                                      1.42276E-5          0.0293  
(receptacle/NN, 6-20/CD)                                                                                      1.42276E-5          0.00946 
(((heater/NN, water/NN), gas/NN), new/JJ)                                                                     1.42276E-5          0.22857 
(receptacle/NN, 20a/NN)                                                                                       1.42276E-5          0.00946 
(anchor/NN, masonry/NN)                                                                                       1.42276E-5          0.06897 
(heat/NN, full/JJ)                                                                                            1.42276E-5          0.01013 
(analogy/NN, water/NN)                                                                                        1.42276E-5          0.5     
(((heater/NN, water/NN), pump/NN), heat/NN)                                                                   1.42276E-5          0.88889 
(receptacle/NN, 14-30/CD)                                                                                     1.42276E-5          0.00946 
(project/NN, little/JJ)                                                                                       1.42276E-5          0.01896 
(wire/NN, thicker/JJR)                                                                                        1.42276E-5          0.00116 
(wire/NN, thin/JJ)                                                                                            1.42276E-5          0.00116 
(amp/NN, 50/CD)                                                                                               1.42276E-5          0.02581 
(wire/NN, Thermostat/NNP)                                                                                     1.42276E-5          0.00116 
(head/NN, tap/NN)                                                                                             1.42276E-5          0.01212 
(amount/NNS, huge/JJ)                                                                                         1.42276E-5          0.0442  
(wire/NN, phase/NN)                                                                                           1.42276E-5          0.00116 
((Adapter/NNP, Internet/NNP), Powerline/NNP)                                                                  1.42276E-5          1.0     
(rating/NN, same/JJ)                                                                                          1.42276E-5          0.02133 
(rating/NN, receptacle/NN)                                                                                    1.42276E-5          0.02133 
(rating/NN, maximum/NN)                                                                                       1.42276E-5          0.02133 
(hanger/NN, key/JJ)                                                                                           1.42276E-5          0.15385 
(amount/NN, total/JJ)                                                                                         1.42276E-5          0.00731 
(wire/NN, Red/NNP)                                                                                            1.42276E-5          0.00116 
(alternative/NN, possible/JJ)                                                                                 1.42276E-5          0.04494 
(alarm/NNS, fire/NN)                                                                                          1.42276E-5          0.08081 
(wire/NN, fixture/NN)                                                                                         1.42276E-5          0.00116 
(hassle/NN, much/JJ)                                                                                          1.42276E-5          0.30769 
(amount/NN, tremendous/JJ)                                                                                    1.42276E-5          0.00731 
(wire/NN, lamp/NN)                                                                                            1.42276E-5          0.00116 
(air/NN, clean/JJ)                                                                                            1.42276E-5          0.00401 
(rain/NN, day/NN)                                                                                             1.42276E-5          0.0402  
(agent/NN, binding/NN)                                                                                        1.42276E-5          0.125   
(rainfall/NNS, heavy/JJ)                                                                                      1.42276E-5          0.34783 
(guy/NN, HVAC/NNP)                                                                                            1.42276E-5          0.032   
(advice/NN, specific/JJ)                                                                                      1.42276E-5          0.0332  
(rail/NNS, cable/NN)                                                                                          1.42276E-5          0.08    
(wire/NN, 14-2/CD)                                                                                            1.42276E-5          0.00116 
(temperature/NN, reasonable/JJ)                                                                               1.42276E-5          0.00931 
(gutter/NN, auxiliary/JJ)                                                                                     1.42276E-5          0.13793 
(gun/NN, staple/NN)                                                                                           1.42276E-5          0.02694 
(rag/NN, wet/JJ)                                                                                              1.42276E-5          0.10811 
(advantage/NN, mechanical/JJ)                                                                                 1.42276E-5          0.1     
(temperature/NN, right/JJ)                                                                                    1.42276E-5          0.00931 
(rafter/NNS, ceiling/NN)                                                                                      1.42276E-5          0.08989 
(window/NNS, wood/NN)                                                                                         1.42276E-5          0.00986 
(radiator/NNS, steam/NN)                                                                                      1.42276E-5          0.06838 
(winter/NN, past/JJ)                                                                                          1.42276E-5          0.06349 
(guide/NN, saw/NN)                                                                                            1.42276E-5          0.06611 
(range/NN, one/CD)                                                                                            1.42276E-5          0.0179  
(adapter/NN, power/NN)                                                                                        1.42276E-5          0.03865 
(option/NN, best/NN)                                                                                          1.42276E-5          0.00937 
(question/NNS, couple/NN)                                                                                     1.42276E-5          0.01966 
(question/NNS, 2/CD)                                                                                          1.42276E-5          0.57143 
(adapter/NN, 3-to-2-prong/JJ)                                                                                 1.42276E-5          0.03865 
(grounds/NNS, two/CD)                                                                                         1.42276E-5          0.1194  
(window/NNS, exterior/JJ)                                                                                     1.42276E-5          0.00986 
(question/NN, important/JJ)                                                                                   1.42276E-5          0.01246 
(acid/NN, muratic/JJ)                                                                                         1.42276E-5          0.0362  
(window/NNS, current/JJ)                                                                                      1.42276E-5          0.00986 
(ground/NN, solid/JJ)                                                                                         1.42276E-5          0.01246 
(window/NNS, casement/JJ)                                                                                     1.42276E-5          0.00986 
(access/NN, full/JJ)                                                                                          1.42276E-5          0.03077 
(window/NNS, 2/CD)                                                                                            1.42276E-5          0.00986 
(ground/NN, frozen/JJ)                                                                                        1.42276E-5          0.01246 
(access/NN, direct/JJ)                                                                                        1.42276E-5          0.03077 
(window/NNS, 3/CD)                                                                                            1.42276E-5          0.00986 
(window/NNS, bedroom/NN)                                                                                      1.42276E-5          0.00986 
(quantity/NN, small/JJ)                                                                                       1.42276E-5          0.24242 
(ac/NN, 120v/NN)                                                                                              1.42276E-5          0.0398  
(window/NN, sash/NN)                                                                                          1.42276E-5          0.01292 
(opening/NNS, window/NN)                                                                                      1.42276E-5          0.07477 
(abatement/NN, asbestos/NN)                                                                                   1.42276E-5          0.57143 
(window/NNS, original/JJ)                                                                                     1.42276E-5          0.00986 
(grit/NN, 80/CD)                                                                                              1.42276E-5          0.05556 
(ac/NN, 240v/NN)                                                                                              1.42276E-5          0.0398  
(putty/NN, excess/JJ)                                                                                         1.42276E-5          0.0479  
(purpose/NNS, example/NN)                                                                                     1.42276E-5          0.04969 
(Gripper/NNP, Gorilla/NNP)                                                                                    1.42276E-5          0.88889 
(grid/NN, metal/NN)                                                                                           1.42276E-5          0.13333 
(grit/NN, 100/CD)                                                                                             1.42276E-5          0.05556 
(grain/NN, face/NN)                                                                                           1.42276E-5          0.06504 
(pump/NN, sewer/NN)                                                                                           1.42276E-5          0.00649 
(grade/NNS, different/JJ)                                                                                     1.42276E-5          0.2963  
(gpm/NN, 1.5/CD)                                                                                              1.42276E-5          0.13559 
(whites/NNS, 2/CD)                                                                                            1.42276E-5          0.18182 
(width/NN, blade/NN)                                                                                          1.42276E-5          0.04278 
(wheel/NN, wire/NN)                                                                                           1.42276E-5          0.08163 
(while/NN, short/JJ)                                                                                          1.42276E-5          0.21622 
(pump/NN, pressure/NN)                                                                                        1.42276E-5          0.00649 
(wheel/NN, cut-off/JJ)                                                                                        1.42276E-5          0.08163 
(glue/NN, little/JJ)                                                                                          1.42276E-5          0.01956 
((damage/NN, heater/NN), water/NN)                                                                            1.42276E-5          1.0     
(pump/NN, circulator/NN)                                                                                      1.42276E-5          0.00649 
(glow/NN, bulb/NNS)                                                                                           1.42276E-5          0.24242 
(weight/NN, little/JJ)                                                                                        1.42276E-5          0.01975 
((work/NN, protector/NN), spike/JJ)                                                                           1.42276E-5          1.0     
(week/NNS, 6/CD)                                                                                              1.42276E-5          0.01559 
((wiring/NN, distance/NN), minimum/JJ)                                                                        1.42276E-5          1.0     
(weather/NN, winter/NN)                                                                                       1.42276E-5          0.02857 
((wire/NNS, ground/NN), two/CD)                                                                               1.42276E-5          0.17778 
(task/NN, simple/JJ)                                                                                          1.42276E-5          0.07692 
(problem/NN, thermostat/NN)                                                                                   1.42276E-5          0.00467 
(gear/NN, protective/JJ)                                                                                      1.42276E-5          0.10526 
(protection/NN, proper/JJ)                                                                                    1.42276E-5          0.01246 
(framing/NN, aluminium/NN)                                                                                    1.42276E-5          0.0354  
(protection/NN, water/NN)                                                                                     1.42276E-5          0.01246 
((wire/NN, ground/NN), short/JJ)                                                                              1.42276E-5          0.0625  
(way/NNS, various/JJ)                                                                                         1.42276E-5          0.0146  
((wire/NN, grounding/NN), extra/JJ)                                                                           1.42276E-5          0.42105 
((wire/NN, gauge/NN), smaller/JJR)                                                                            1.42276E-5          0.04938 
(((insulation/NN, board/NN), foam/NN), rigid/JJ)                                                              1.42276E-5          0.8     
(way/NNS, effective/JJ)                                                                                       1.42276E-5          0.0146  
(way/NNS, multiple/JJ)                                                                                        1.42276E-5          0.0146  
((wire/NN, core/NN), solid/JJ)                                                                                1.42276E-5          0.47059 
(Protected/NNP, GFCI/NNP)                                                                                     1.42276E-5          1.0     
(garage/NN, uninsulated/JJ)                                                                                   1.42276E-5          0.05442 
((window/NN, basement/NN), new/JJ)                                                                            1.42276E-5          0.8     
((window/NN, bedroom/NN), egress/NN)                                                                          1.42276E-5          0.66667 
(((box/NN, breaker/NN), 240v/NN), secondary/JJ)                                                               1.42276E-5          1.0     
(gap/NNS, expansion/NN)                                                                                       1.42276E-5          0.04082 
(gap/NN, wide/JJ)                                                                                             1.42276E-5          0.01431 
(prong/NNS, two/CD)                                                                                           1.42276E-5          0.19512 
(problem/NN, particular/JJ)                                                                                   1.42276E-5          0.00467 
(prong/NN, 4/CD)                                                                                              1.42276E-5          0.05882 
(frame/NN, outer/JJ)                                                                                          1.42276E-5          0.00851 
(project/NNS, many/JJ)                                                                                        1.42276E-5          0.03828 
(prong/NN, l'/NN)                                                                                             1.42276E-5          0.05882 
(way/NN, old/JJ)                                                                                              1.42276E-5          0.00225 
(way/NN, new/JJ)                                                                                              1.42276E-5          0.00225 
(problem/NN, minor/JJ)                                                                                        1.42276E-5          0.00467 
(project/NN, single/JJ)                                                                                       1.42276E-5          0.01896 
(oil/NN, good/JJ)                                                                                             1.42276E-5          0.01956 
(way/NN, little/JJ)                                                                                           1.42276E-5          0.00225 
(way/NN, inexpensive/JJ)                                                                                      1.42276E-5          0.00225 
(project/NN, one/CD)                                                                                          1.42276E-5          0.01896 
(way/NN, Laziest/Quickest/NNP)                                                                                1.42276E-5          0.00225 
((wall/NN, room/NN), living/NN)                                                                               1.42276E-5          0.57143 
(gal/NN, 1/CD)                                                                                                1.42276E-5          0.27586 
(professional/NNS, licensed/JJ)                                                                               1.42276E-5          0.26667 
(way/NN, four/CD)                                                                                             1.42276E-5          0.00225 
((wall/NN, brick/NN), little/JJ)                                                                              1.42276E-5          0.13115 
(window/NNS, pvc/NN)                                                                                          1.42276E-5          0.00986 
(product/NNS, specific/JJ)                                                                                    1.42276E-5          0.0186  
(furniture/NN, outdoor/JJ)                                                                                    1.42276E-5          0.04908 
(product/NNS, commercial/JJ)                                                                                  1.42276E-5          0.0186  
(product/NNS, few/JJ)                                                                                         1.42276E-5          0.0186  
(furnace/NN, efficient/JJ)                                                                                    1.42276E-5          0.02005 
(product/NN, such/JJ)                                                                                         1.42276E-5          0.02508 
((variation/NN, temperature/NN), large/JJ)                                                                    1.42276E-5          0.88889 
(function/NN, same/JJ)                                                                                        1.42276E-5          0.07843 
((valve/NNS, supply/NN), water/NN)                                                                            1.42276E-5          0.88889 
(process/NN, simple/JJ)                                                                                       1.42276E-5          0.0292  
(tap/NN, bath/NN)                                                                                             1.42276E-5          0.03846 
(watt/NNS, 9/CD)                                                                                              1.42276E-5          0.02133 
(ft/NN, 10/CD)                                                                                                1.42276E-5          0.02367 
(ft/NN, 12/CD)                                                                                                1.42276E-5          0.02367 
((valve/NN, gate/NN), shut-off/JJ)                                                                            1.42276E-5          0.42105 
(watt/NNS, 500/CD)                                                                                            1.42276E-5          0.02133 
((valve/NN, fill/NN), toilet/NN)                                                                              1.42276E-5          0.21622 
((valve/NN, control/NN), gas/NN)                                                                              1.42276E-5          0.66667 
(problem/NNS, wiring/NN)                                                                                      1.42276E-5          0.01024 
(watt/NNS, 300/CD)                                                                                            1.42276E-5          0.02133 
(problem/NNS, plumbing/NN)                                                                                    1.42276E-5          0.01024 
(fridge/NN, mini/JJ)                                                                                          1.42276E-5          0.09524 
(frequency/NN, low/JJ)                                                                                        1.42276E-5          0.13793 
(water/NN, solar/JJ)                                                                                          1.42276E-5          0.00527 
((application/NNS, heat/NN), higher/JJR)                                                                      1.42276E-5          0.88889 
(water/NN, spray/NN)                                                                                          1.42276E-5          0.00527 
(problem/NNS, foundation/NN)                                                                                  1.42276E-5          0.01024 
(water/NN, residual/JJ)                                                                                       1.42276E-5          0.00527 
(water/NN, standing/JJ)                                                                                       1.42276E-5          0.00527 
(water/NN, municipal/JJ)                                                                                      1.42276E-5          0.00527 
((tube/NN, overflow/NN), toilet/NN)                                                                           1.42276E-5          0.44444 
((tube/NN, overflow/NN), bad/JJ)                                                                              1.42276E-5          0.44444 
(problem/NN, possible/JJ)                                                                                     1.42276E-5          0.00467 
((trip/NNS, breaker/NN), Circuit/NNP)                                                                         1.42276E-5          0.23529 
((trip/NNS, breaker/NN), circuit/NN)                                                                          1.42276E-5          0.23529 
(((((((wh2/NN, wh1/NN), h/NN), c/NN), h/NN), c/NN), |/NN), |/CD)                                              1.42276E-5          4.0     
(frame/NN, roof/NN)                                                                                           1.42276E-5          0.00851 
(water/NN, main/NNS)                                                                                          1.42276E-5          0.00527 
(frame/NN, aluminum/NN)                                                                                       1.42276E-5          0.00851 
((top/NN, bar/NN), varnished/JJ)                                                                              1.42276E-5          1.0     
((compound/NN, leveling/NN), self/NN)                                                                         1.42276E-5          0.4     
(problem/NN, interesting/JJ)                                                                                  1.42276E-5          0.00467 
(water/NN, filtered/JJ)                                                                                       1.42276E-5          0.00296 
(problem/NN, plumbing/NN)                                                                                     1.42276E-5          0.00467 
(water/NN, bottled/JJ)                                                                                        1.42276E-5          0.00296 
